"common_year"*"payroll_industry_branch"*"price_name"*"price_value"*"price_value_unit"*"price_unit"*"payroll_value"*"payroll_unit"*"name_count"*"payroll_value_diff"*"payroll_value_percent"*"price_value_diff"*"price_value_percent"
2001*Administrativní a podpůrné činnosti*****11283.5*Kč**829.5*7.4**0.0
2001*Činnosti v oblasti nemovitostí*****13696.5*Kč**1281.5*9.4**0.0
2001*Doprava a skladování*****14289.5*Kč**922.5*6.5**0.0
2001*Informační a komunikační činnosti*****25423.3*Kč**3355.3*13.2**0.0
2001*Kulturní, zábavní a rekreační činnosti*****12873.5*Kč**1468.5*11.4**0.0
2001*Ostatní*****14367.0*Kč**1155.0*8.0**0.0
2001*Ostatní činnosti*****12089.5*Kč**949.5*7.9**0.0
2001*Peněžnictví a pojišťovnictví*****28668.3*Kč**3497.3*12.2**0.0
2001*Profesní, vědecké a technické činnosti*****17351.3*Kč**1360.3*7.8**0.0
2001*Stavebnictví*****13510.5*Kč**903.5*6.7**0.0
2001*Těžba a dobývání*****17750.8*Kč**1183.8*6.7**0.0
2001*Ubytování, stravování a pohostinství*****8655.3*Kč**1137.3*13.1**0.0
2001*Velkoobchod a maloobchod; opravy a údržba motorových vozidel*****13685.5*Kč**1134.5*8.3**0.0
2001*Veřejná správa a obrana; povinné sociální zabezpečení*****16841.3*Kč**1381.3*8.2**0.0
2001*Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu*****19866.5*Kč**1374.5*6.9**0.0
2001*Vzdělávání*****13468.0*Kč**1263.0*9.4**0.0
2001*Zásobování vodou; činnosti související s odpady a sanacemi*****14064.5*Kč**836.5*5.9**0.0
2001*Zdravotní a sociální péče*****13435.3*Kč**1467.3*10.9**0.0
2001*Zemědělství, lesnictví, rybářství*****11432.0*Kč**980.0*8.6**0.0
2001*Zpracovatelský průmysl*****13754.8*Kč**918.8*6.7**0.0
2002*Administrativní a podpůrné činnosti*****12113.8*Kč**829.8*6.9**0.0
2002*Činnosti v oblasti nemovitostí*****15568.0*Kč**1871.0*12.0**0.0
2002*Doprava a skladování*****15415.8*Kč**1125.8*7.3**0.0
2002*Informační a komunikační činnosti*****27396.8*Kč**1973.8*7.2**0.0
2002*Kulturní, zábavní a rekreační činnosti*****13204.5*Kč**330.5*2.5**0.0
2002*Ostatní*****15520.8*Kč**1153.8*7.4**0.0
2002*Ostatní činnosti*****13224.0*Kč**1134.0*8.6**0.0
2002*Peněžnictví a pojišťovnictví*****31282.0*Kč**2614.0*8.4**0.0
2002*Profesní, vědecké a technické činnosti*****19584.5*Kč**2233.5*11.4**0.0
2002*Stavebnictví*****14188.0*Kč**677.0*4.8**0.0
2002*Těžba a dobývání*****18765.8*Kč**1014.8*5.4**0.0
2002*Ubytování, stravování a pohostinství*****9579.8*Kč**924.8*9.7**0.0
2002*Velkoobchod a maloobchod; opravy a údržba motorových vozidel*****14764.0*Kč**1078.0*7.3**0.0
2002*Veřejná správa a obrana; povinné sociální zabezpečení*****18446.3*Kč**1605.3*8.7**0.0
2002*Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu*****21697.5*Kč**1830.5*8.4**0.0
2002*Vzdělávání*****14778.8*Kč**1310.8*8.9**0.0
2002*Zásobování vodou; činnosti související s odpady a sanacemi*****15140.5*Kč**1075.5*7.1**0.0
2002*Zdravotní a sociální péče*****15166.3*Kč**1731.3*11.4**0.0
2002*Zemědělství, lesnictví, rybářství*****11809.3*Kč**377.3*3.2**0.0
2002*Zpracovatelský průmysl*****14660.8*Kč**905.8*6.2**0.0
2003*Administrativní a podpůrné činnosti*****12190.0*Kč**76.0*0.6**0.0
2003*Činnosti v oblasti nemovitostí*****16303.0*Kč**735.0*4.5**0.0
2003*Doprava a skladování*****16259.5*Kč**843.5*5.2**0.0
2003*Informační a komunikační činnosti*****29464.3*Kč**2067.3*7.0**0.0
2003*Kulturní, zábavní a rekreační činnosti*****14242.8*Kč**1037.8*7.3**0.0
2003*Ostatní*****16424.8*Kč**903.8*5.5**0.0
2003*Ostatní činnosti*****14073.8*Kč**849.8*6.0**0.0
2003*Peněžnictví a pojišťovnictví*****32884.8*Kč**1602.8*4.9**0.0
2003*Profesní, vědecké a technické činnosti*****20717.0*Kč**1132.0*5.5**0.0
2003*Stavebnictví*****15166.5*Kč**978.5*6.5**0.0
2003*Těžba a dobývání*****19700.3*Kč**934.3*4.7**0.0
2003*Ubytování, stravování a pohostinství*****9823.0*Kč**243.0*2.5**0.0
2003*Velkoobchod a maloobchod; opravy a údržba motorových vozidel*****15369.3*Kč**605.3*3.9**0.0
2003*Veřejná správa a obrana; povinné sociální zabezpečení*****19849.5*Kč**1403.5*7.1**0.0
2003*Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu*****23097.0*Kč**1399.0*6.1**0.0
2003*Vzdělávání*****16527.5*Kč**1748.5*10.6**0.0
2003*Zásobování vodou; činnosti související s odpady a sanacemi*****15782.5*Kč**641.5*4.1**0.0
2003*Zdravotní a sociální péče*****16458.3*Kč**1292.3*7.9**0.0
2003*Zemědělství, lesnictví, rybářství*****12188.3*Kč**379.3*3.1**0.0
2003*Zpracovatelský průmysl*****15410.5*Kč**749.5*4.9**0.0
2004*Administrativní a podpůrné činnosti*****12947.3*Kč**757.3*5.8**0.0
2004*Činnosti v oblasti nemovitostí*****17438.3*Kč**1135.3*6.5**0.0
2004*Doprava a skladování*****17347.0*Kč**1087.0*6.3**0.0
